GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
0400000US12,12,Florida,7689964,22835,4943506,27730,3588295,26052,2746458,24558,6.9,0.2,4.1,0.2,2.1,0.2,12.9,0.3,4.7,0.1,2.7,0.1,1.7,0.1,8.7,0.3,10.6,0.2,7.8,0.2,5.4,0.2,16.4,0.4,10.4,0.2,9.3,0.2,7.4,0.2,13.0,0.4,14.6,0.2,14.4,0.3,12.9,0.3,15.4,0.4,18.4,0.2,19.3,0.3,19.5,0.3,16.1,0.4,12.0,0.2,14.1,0.3,15.8,0.3,7.5,0.3,12.2,0.2,15.2,0.3,18.4,0.3,5.8,0.2,4.8,0.1,6.1,0.2,7.9,0.2,2.0,0.1,5.4,0.1,7.0,0.2,9.0,0.2,2.2,0.1,52594,364,64003,508,76248,447,33962,556,76053,513,88588,675,102434,834,50102,629,37.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.0,(X)
0400000US13,13,Georgia,3745074,16431,2525783,17938,1788755,18594,1219291,15231,7.0,0.2,4.4,0.2,1.6,0.2,13.6,0.6,4.6,0.2,2.7,0.2,1.3,0.2,9.2,0.5,9.9,0.3,8.0,0.4,4.6,0.3,15.2,0.6,9.7,0.3,8.6,0.3,6.3,0.3,12.8,0.6,13.4,0.3,12.6,0.4,11.0,0.4,15.0,0.6,18.0,0.4,18.5,0.5,19.1,0.6,16.2,0.6,12.4,0.3,14.1,0.3,16.1,0.5,8.0,0.4,13.5,0.3,16.7,0.4,20.7,0.5,6.2,0.4,5.5,0.2,7.0,0.2,9.2,0.3,1.8,0.2,5.8,0.2,7.5,0.2,10.0,0.3,2.0,0.2,56183,572,67983,976,83573,1193,34224,991,79157,691,91908,902,109110,1171,49331,1106,36.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.9,(X)
0400000US15,15,Hawaii,458078,4221,320336,5022,233373,5107,137742,4408,6.2,0.6,3.7,0.6,1.3,0.3,13.2,1.4,2.9,0.4,1.6,0.4,1.2,0.4,6.5,1.0,6.1,0.5,4.0,0.5,2.8,0.5,11.4,1.4,6.3,0.5,4.8,0.6,4.0,0.5,10.5,1.2,10.6,0.8,9.2,0.8,7.5,0.9,15.2,1.6,16.1,0.8,15.6,1.0,14.8,1.3,17.4,1.5,14.8,0.9,16.3,1.1,17.3,1.3,10.7,1.5,18.6,0.8,22.6,1.1,25.3,1.5,9.4,1.3,9.3,0.7,11.6,0.9,13.7,1.1,2.6,0.5,9.1,0.6,10.5,0.8,12.2,0.9,2.9,0.7,77765,1795,91460,1555,101560,2534,41972,1694,98553,1723,111297,2171,123837,2593,58993,2720,40.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.3,(X)
0400000US16,16,Idaho,625135,5980,419774,7037,338425,6615,205361,6826,6.1,0.6,3.0,0.4,1.5,0.3,13.7,1.6,4.7,0.5,2.5,0.4,1.4,0.3,10.0,1.3,9.8,0.7,6.0,0.7,4.0,0.6,18.2,1.7,11.1,0.8,10.2,0.8,8.2,0.9,13.6,1.4,15.4,0.8,14.3,0.8,13.7,0.8,17.0,1.7,20.4,0.9,22.9,1.2,24.2,1.3,14.5,1.3,12.6,0.7,15.7,1.0,17.5,1.1,6.2,0.8,12.6,0.8,15.8,1.1,18.1,1.3,4.9,1.0,4.0,0.5,5.2,0.6,6.1,0.7,1.1,0.4,3.3,0.3,4.4,0.5,5.3,0.6,0.8,0.3,52225,871,64178,1252,70842,1832,30706,822,69958,1735,82950,2352,91531,2744,40353,1398,29.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.8,(X)
0400000US17,17,Illinois,4808672,14430,3083543,17333,2277277,16223,1725129,16145,6.7,0.2,3.8,0.2,1.5,0.1,12.8,0.4,4.1,0.1,2.2,0.1,1.0,0.1,7.8,0.3,8.9,0.2,6.0,0.2,3.4,0.2,14.8,0.4,8.4,0.2,7.0,0.3,5.1,0.3,11.4,0.4,11.8,0.2,10.9,0.3,9.2,0.3,13.8,0.4,17.4,0.3,17.6,0.4,17.2,0.4,16.7,0.4,12.9,0.3,14.5,0.3,15.8,0.4,9.4,0.4,15.4,0.3,19.1,0.3,22.7,0.4,8.3,0.3,6.9,0.2,9.0,0.2,11.3,0.3,2.5,0.2,7.5,0.2,10.0,0.2,12.9,0.3,2.6,0.2,62992,544,79168,702,94675,863,38105,648,88160,551,105077,719,122794,1046,54769,791,35.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.7,(X)
0400000US18,18,Indiana,2557299,10669,1660102,12057,1232773,12279,897197,11650,6.6,0.3,3.9,0.3,1.2,0.1,12.8,0.5,4.7,0.2,2.5,0.2,1.1,0.1,9.2,0.5,10.2,0.3,6.5,0.3,3.5,0.3,17.9,0.6,10.2,0.3,8.1,0.3,6.0,0.3,14.5,0.7,14.1,0.4,13.1,0.4,11.5,0.4,16.4,0.6,19.3,0.4,21.1,0.5,21.9,0.6,15.3,0.5,13.2,0.3,16.0,0.4,18.5,0.6,6.9,0.5,13.3,0.3,17.3,0.5,21.4,0.6,4.8,0.4,4.5,0.2,6.2,0.3,7.9,0.3,1.0,0.2,3.9,0.2,5.3,0.3,6.8,0.4,1.2,0.2,54181,658,68085,763,80624,560,31574,503,71510,709,85034,954,98374,1100,43305,828,32.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.2,(X)
0400000US19,19,Iowa,1257505,6773,794614,8064,634509,7761,462891,6834,5.1,0.3,2.5,0.2,1.0,0.2,10.5,0.6,4.4,0.2,1.9,0.2,0.9,0.1,9.1,0.6,9.8,0.4,5.9,0.4,3.5,0.3,17.5,0.8,9.3,0.4,6.9,0.4,5.1,0.3,13.7,0.8,14.2,0.5,12.7,0.5,11.0,0.5,17.1,0.9,19.3,0.6,20.1,0.6,20.2,0.7,17.1,0.9,14.0,0.4,17.2,0.5,19.3,0.6,7.7,0.7,14.9,0.4,20.0,0.6,23.6,0.7,5.2,0.5,5.0,0.3,7.1,0.4,8.5,0.5,1.1,0.2,4.0,0.3,5.7,0.4,7.0,0.5,1.0,0.2,58570,851,75076,976,85309,995,34335,958,75455,920,91680,1305,102634,1518,44933,981,32.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),31.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.9,(X)
0400000US20,20,Kansas,1128983,6821,733649,7787,572393,7725,395334,7647,5.7,0.4,3.1,0.3,1.1,0.2,11.6,0.8,4.5,0.3,2.2,0.2,1.3,0.2,9.2,0.7,9.5,0.4,5.3,0.5,2.9,0.3,17.7,1.0,10.0,0.4,8.0,0.4,6.0,0.4,14.6,0.8,14.5,0.5,13.1,0.6,11.4,0.6,17.4,0.9,19.3,0.5,20.7,0.7,21.0,0.8,16.0,1.0,12.9,0.5,15.6,0.6,17.7,0.7,7.0,0.8,14.1,0.5,18.9,0.8,22.6,0.8,4.4,0.5,4.8,0.3,6.6,0.4,8.1,0.5,1.1,0.2,4.6,0.3,6.5,0.4,8.0,0.5,1.1,0.2,56422,702,72057,917,82913,1309,32327,714,75822,912,91517,1402,103685,1545,43901,1419,30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),30.1,(X)
0400000US21,21,Kentucky,1725034,10346,1129828,12032,837553,11380,595206,10481,9.0,0.3,5.6,0.4,2.6,0.3,16.9,0.6,6.0,0.3,3.4,0.3,1.9,0.2,11.4,0.7,11.5,0.4,8.5,0.4,5.9,0.4,17.9,0.7,10.7,0.3,9.2,0.4,7.7,0.4,13.9,0.7,14.2,0.4,13.5,0.5,12.5,0.5,15.4,0.7,17.4,0.5,19.3,0.6,20.2,0.7,12.9,0.7,11.7,0.4,14.4,0.5,16.7,0.6,5.8,0.5,12.1,0.4,16.0,0.5,19.7,0.6,3.9,0.4,3.8,0.2,5.3,0.3,6.7,0.4,1.0,0.2,3.6,0.2,4.9,0.3,6.2,0.3,1.0,0.2,48375,630,61593,809,74078,1122,27249,673,67090,784,80079,1027,92337,1341,39723,926,34.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),35.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.8,(X)
0400000US22,22,Louisiana,1737123,11255,1107245,13193,744011,12091,629878,10181,10.3,0.4,6.6,0.4,1.9,0.3,18.3,0.8,6.5,0.3,3.6,0.4,1.7,0.3,12.1,0.6,12.5,0.4,10.0,0.5,5.8,0.4,17.7,0.9,11.0,0.4,9.7,0.5,7.6,0.6,13.4,0.8,12.7,0.4,12.7,0.6,11.6,0.6,12.7,0.7,16.4,0.4,17.4,0.5,18.8,0.6,13.5,0.7,10.4,0.4,12.5,0.5,15.4,0.7,5.9,0.5,11.9,0.4,15.9,0.6,21.1,0.7,4.4,0.4,4.3,0.2,5.9,0.4,8.3,0.5,1.1,0.2,4.0,0.2,5.7,0.3,7.8,0.5,0.9,0.2,46145,634,60510,868,78706,1773,26106,635,65910,841,79996,1129,98096,1484,38508,995,37.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.3,(X)
0400000US23,23,Maine,540959,6050,330106,6496,263878,6107,210853,5332,5.8,0.5,2.5,0.4,1.0,0.3,11.6,1.1,5.8,0.5,2.2,0.4,1.3,0.3,11.9,1.1,9.8,0.7,5.4,0.6,3.9,0.6,17.5,1.5,10.0,0.6,8.9,0.7,7.3,0.7,12.6,1.2,13.4,0.7,12.4,0.8,11.2,0.8,15.2,1.2,19.3,0.9,20.7,1.3,20.8,1.3,16.2,1.3,13.4,0.6,16.9,0.9,18.5,1.1,7.2,0.8,13.8,0.8,18.8,1.2,21.4,1.3,5.1,0.7,4.6,0.4,6.5,0.6,7.8,0.7,1.0,0.3,4.1,0.4,5.6,0.7,6.7,0.8,1.6,0.4,56277,1168,72177,1780,80702,1923,31688,1234,73598,1747,89287,2232,98759,2637,45737,2025,30.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.5,(X)
0400000US24,24,Maryland,2207343,8135,1469830,12332,1052297,12891,737513,11304,4.8,0.3,2.8,0.2,0.9,0.1,9.6,0.5,2.9,0.2,1.6,0.2,0.8,0.1,5.8,0.4,6.1,0.2,3.9,0.3,2.2,0.2,11.0,0.6,6.8,0.3,5.7,0.3,3.7,0.3,10.0,0.6,10.3,0.3,8.9,0.4,6.7,0.4,13.0,0.6,16.0,0.4,14.3,0.5,12.6,0.5,19.5,0.7,13.0,0.4,13.6,0.4,13.7,0.5,11.6,0.6,18.8,0.4,21.6,0.5,24.3,0.6,12.0,0.6,10.1,0.3,12.6,0.4,15.7,0.5,4.4,0.4,11.3,0.3,15.0,0.4,19.6,0.5,3.2,0.3,80776,707,98393,858,117255,1533,50457,714,106035,1053,123678,1277,144389,1705,66252,1405,35.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),36.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X)
0400000US25,25,Massachusetts,2604954,9148,1652214,13374,1223401,12617,952740,14640,5.6,0.2,3.4,0.2,1.2,0.2,10.3,0.4,4.5,0.2,2.0,0.2,0.9,0.1,9.1,0.5,7.4,0.3,4.6,0.3,2.5,0.2,12.8,0.6,7.0,0.3,5.7,0.3,3.9,0.3,9.8,0.5,9.7,0.3,8.4,0.4,6.5,0.3,12.2,0.6,14.3,0.4,13.6,0.5,12.1,0.5,15.9,0.6,11.9,0.3,12.9,0.5,13.0,0.4,10.2,0.5,17.6,0.4,20.9,0.6,24.0,0.7,11.0,0.5,9.6,0.3,12.3,0.4,15.2,0.5,4.4,0.3,12.2,0.3,16.2,0.5,20.8,0.6,4.4,0.3,77385,907,98758,1414,118733,1864,43824,1292,106641,1071,127223,1385,148778,1859,66670,1379,38.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.6,(X)
0400000US26,26,Michigan,3930017,12926,2518003,14120,1856750,14500,1412014,13836,6.8,0.2,4.1,0.2,1.4,0.1,12.9,0.4,4.6,0.2,2.6,0.2,1.2,0.1,8.7,0.3,10.0,0.2,6.6,0.2,3.9,0.2,17.0,0.4,9.9,0.2,7.9,0.2,5.8,0.2,14.0,0.5,14.2,0.3,13.1,0.3,11.7,0.3,16.0,0.5,18.4,0.3,19.6,0.4,19.9,0.4,15.8,0.4,12.5,0.2,15.1,0.3,17.4,0.3,7.1,0.3,13.5,0.3,17.5,0.4,21.5,0.5,5.5,0.3,5.1,0.1,7.0,0.2,9.0,0.3,1.5,0.1,4.8,0.2,6.5,0.2,8.4,0.3,1.5,0.1,54909,440,69664,611,83120,791,32401,423,75449,519,90138,716,104627,961,46186,660,33.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.8,(X)
0400000US27,27,Minnesota,2162211,7968,1388742,11141,1106647,10063,773469,11006,4.5,0.2,2.1,0.2,0.8,0.1,9.5,0.4,3.6,0.2,1.6,0.2,0.7,0.1,7.7,0.4,7.6,0.2,4.2,0.2,2.5,0.2,14.6,0.6,8.0,0.2,5.9,0.3,4.2,0.3,12.4,0.5,12.2,0.3,10.4,0.4,8.4,0.4,16.0,0.6,18.5,0.4,18.0,0.4,17.1,0.5,19.1,0.6,14.0,0.3,15.8,0.3,16.9,0.4,9.7,0.5,17.1,0.3,22.4,0.4,25.6,0.5,6.7,0.4,7.3,0.2,9.7,0.3,11.6,0.4,2.3,0.2,7.2,0.3,9.9,0.4,11.9,0.5,2.0,0.2,68388,658,86416,733,98578,964,40222,558,90915,770,109540,1140,122498,1363,53656,953,29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X)
0400000US28,28,Mississippi,1091980,9693,716451,10880,482684,10811,375529,9737,10.9,0.5,6.3,0.5,2.2,0.4,20.8,1.2,6.8,0.4,4.2,0.4,1.6,0.3,12.4,0.9,12.8,0.6,9.9,0.6,6.0,0.6,18.7,1.1,10.9,0.5,9.9,0.6,7.5,0.6,12.9,1.0,14.1,0.6,14.2,0.7,13.5,0.8,13.8,1.1,17.4,0.6,20.1,0.8,22.7,1.0,11.3,0.9,11.3,0.5,14.0,0.7,17.7,1.0,5.3,0.7,10.1,0.5,13.3,0.7,17.6,0.9,3.4,0.5,3.2,0.3,4.4,0.4,6.1,0.6,0.6,0.3,2.6,0.3,3.6,0.3,5.1,0.5,0.7,0.2,43529,855,55937,988,70949,1059,23654,958,60017,1101,71819,1429,87502,1893,35259,1472,38.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),39.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.7,(X)
0400000US29,29,Missouri,2385135,13054,1527260,14698,1138262,13259,857875,12000,6.5,0.2,3.6,0.2,1.4,0.2,12.6,0.6,4.7,0.2,2.7,0.2,1.2,0.2,9.2,0.5,10.7,0.4,7.2,0.3,4.3,0.3,17.8,0.6,10.1,0.4,8.5,0.4,6.5,0.3,13.7,0.7,14.4,0.4,13.5,0.5,12.0,0.4,16.4,0.7,19.0,0.4,20.1,0.5,20.5,0.6,15.7,0.7,12.7,0.3,15.3,0.4,17.5,0.5,7.2,0.5,13.0,0.3,17.2,0.4,21.1,0.5,4.8,0.3,4.6,0.2,6.2,0.3,7.9,0.3,1.4,0.2,4.2,0.2,5.8,0.2,7.5,0.3,1.2,0.2,53578,629,67317,630,79953,774,31917,562,72959,757,87144,954,100406,1204,44706,862,34.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.6,(X)
0400000US30,30,Montana,423091,4068,262726,5181,213118,5916,160365,5736,6.5,0.6,3.3,0.6,1.8,0.6,12.3,1.5,4.6,0.5,2.0,0.5,1.1,0.4,9.0,1.1,10.8,0.8,6.6,0.7,4.4,0.7,18.8,1.5,11.4,0.8,9.3,0.9,7.6,0.9,14.8,1.4,13.3,0.8,12.6,0.8,11.6,0.9,14.9,1.5,19.3,0.8,20.5,1.1,21.3,1.2,16.4,1.3,12.5,0.7,16.1,1.0,17.7,1.1,6.4,0.9,13.4,0.7,18.3,1.0,21.3,1.1,4.8,0.7,4.7,0.4,6.4,0.6,7.5,0.7,1.4,0.5,3.5,0.4,4.8,0.6,5.7,0.7,1.2,0.4,53386,1427,68994,1978,77140,1398,31186,916,70994,1690,86122,2618,94973,2808,43908,2149,36.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.4,(X)
0400000US31,31,Nebraska,754490,4583,484989,6677,384345,6240,269501,5711,5.2,0.4,2.7,0.4,0.9,0.2,10.5,0.7,3.8,0.3,1.8,0.3,0.8,0.2,7.6,0.6,9.2,0.4,5.4,0.4,3.2,0.4,17.1,1.0,9.1,0.5,7.1,0.5,4.9,0.5,13.9,1.0,14.3,0.5,12.5,0.7,10.7,0.7,17.8,1.0,20.1,0.7,20.4,0.8,20.6,0.9,18.4,1.1,14.0,0.6,17.1,0.8,19.3,0.9,7.8,0.8,14.7,0.5,19.7,0.8,23.4,0.9,4.6,0.6,5.2,0.3,7.3,0.5,8.9,0.6,1.2,0.3,4.4,0.3,6.1,0.4,7.4,0.5,1.1,0.2,59970,1014,75112,1202,86174,1173,35607,971,77235,1056,92849,1644,104582,1960,46009,1440,33.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.4,(X)
0400000US32,32,Nevada,1094613,6821,700449,9375,491128,9256,394164,9417,6.2,0.4,4.0,0.4,1.8,0.3,11.3,0.8,3.8,0.3,2.1,0.3,1.0,0.2,7.4,0.7,8.8,0.5,6.3,0.5,4.1,0.4,14.5,0.8,9.6,0.4,8.5,0.6,6.5,0.6,12.7,0.7,13.9,0.5,12.7,0.5,10.9,0.6,16.0,0.9,20.0,0.6,21.0,0.8,21.3,0.9,18.2,1.0,13.2,0.6,15.5,0.7,17.0,0.8,8.3,0.7,14.3,0.5,17.3,0.7,20.9,0.9,7.4,0.6,5.2,0.3,6.6,0.4,8.7,0.6,2.1,0.4,4.8,0.3,6.0,0.4,7.9,0.5,2.1,0.3,58003,947,68276,1415,81087,1196,38579,1588,78424,1258,89666,1600,103358,2193,53418,1602,36.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.5,(X)
0400000US33,33,New Hampshire,528700,4349,346213,5110,275525,5494,182487,5118,4.2,0.5,2.3,0.5,0.9,0.3,8.6,1.1,3.1,0.4,1.5,0.4,0.6,0.2,6.5,1.0,7.6,0.6,4.3,0.6,2.6,0.5,14.7,1.4,8.1,0.6,5.6,0.6,4.0,0.5,13.6,1.6,10.4,0.7,8.8,0.8,7.5,0.7,13.4,1.3,17.5,0.8,17.3,1.0,16.3,1.2,19.0,1.4,14.0,0.8,15.3,0.9,16.4,1.1,10.1,1.0,18.4,0.8,23.1,1.2,26.2,1.3,8.4,1.1,8.4,0.6,11.1,0.8,12.6,1.0,2.8,0.6,8.3,0.5,10.6,0.7,12.9,0.9,2.9,0.6,73381,1694,91029,2083,102528,2060,41469,1869,94780,1711,111903,2408,124533,2907,57435,1904,30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),30.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),29.4,(X)
0400000US34,34,New Jersey,3218798,8951,2235231,15874,1654129,16113,983567,14794,5.4,0.2,2.9,0.2,1.1,0.1,11.8,0.6,3.2,0.2,1.8,0.2,1.0,0.1,6.8,0.4,7.1,0.2,5.0,0.2,2.6,0.2,12.8,0.5,7.0,0.3,5.8,0.3,4.1,0.2,10.4,0.5,9.6,0.3,8.6,0.3,6.8,0.3,12.5,0.5,15.0,0.3,14.1,0.4,12.5,0.4,16.6,0.6,12.4,0.3,13.0,0.3,13.2,0.4,10.9,0.5,17.7,0.4,20.4,0.5,23.2,0.6,10.2,0.5,9.6,0.2,11.7,0.3,14.2,0.4,4.1,0.3,13.0,0.3,16.7,0.4,21.2,0.5,4.0,0.3,80088,672,97300,1088,116294,1084,44186,1213,110120,935,128266,1096,149158,1386,63885,1246,37.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),38.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.4,(X)
0400000US35,35,New Mexico,767705,6614,479092,8736,329588,8153,288613,7273,9.7,0.7,6.6,0.8,3.3,0.6,16.7,1.3,5.8,0.5,3.6,0.4,1.8,0.4,9.8,1.1,11.6,0.6,9.0,0.7,6.1,0.7,16.6,1.2,11.7,0.7,10.2,0.7,7.9,0.7,14.1,1.2,13.9,0.6,13.4,0.8,12.6,1.0,14.7,1.2,17.3,0.8,19.0,1.1,20.0,1.3,13.8,1.1,10.9,0.6,13.0,0.9,15.3,1.0,6.6,0.7,11.7,0.6,15.2,0.9,19.3,1.2,5.0,0.7,4.1,0.4,5.4,0.5,7.3,0.7,1.6,0.4,3.4,0.3,4.7,0.4,6.5,0.6,1.1,0.3,46744,1195,58308,1906,72592,1877,29887,1225,64604,1260,76126,1647,90577,1980,42642,1744,32.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),28.4,(X)
0400000US36,36,New York,7304332,18884,4620008,22062,3210469,22246,2684324,20809,7.4,0.2,4.2,0.2,1.6,0.1,13.7,0.4,4.7,0.1,2.8,0.1,1.6,0.1,8.4,0.3,8.8,0.1,6.6,0.2,4.0,0.2,13.3,0.3,8.0,0.2,7.1,0.2,5.2,0.2,10.2,0.3,11.0,0.2,10.5,0.2,8.8,0.2,12.0,0.3,15.7,0.2,15.9,0.3,15.3,0.3,15.4,0.4,11.9,0.2,13.1,0.3,14.0,0.3,9.3,0.3,15.1,0.2,17.8,0.3,21.0,0.4,9.4,0.3,7.6,0.2,9.5,0.2,12.0,0.3,3.8,0.2,9.8,0.1,12.5,0.2,16.6,0.3,4.5,0.2,64894,507,80114,555,98946,1034,40350,468,97116,728,113760,1088,135736,1165,63810,880,40.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),43.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),35.3,(X)
0400000US37,37,North Carolina,3955069,14774,2590180,17902,1907659,19790,1364889,14584,6.9,0.2,4.3,0.2,1.6,0.2,13.0,0.5,5.3,0.2,2.7,0.2,1.3,0.2,10.7,0.5,10.6,0.3,7.8,0.3,4.8,0.3,16.7,0.5,10.3,0.3,8.9,0.3,6.9,0.3,13.5,0.5,14.1,0.3,13.3,0.4,11.7,0.3,15.9,0.6,18.4,0.3,19.4,0.4,19.8,0.5,15.4,0.5,12.0,0.3,14.4,0.4,16.8,0.4,6.8,0.3,12.5,0.3,16.1,0.4,20.1,0.5,5.1,0.3,4.9,0.2,6.5,0.2,8.4,0.3,1.6,0.2,4.9,0.2,6.7,0.2,8.6,0.3,1.4,0.2,52752,510,65964,573,80274,761,31627,397,74106,613,88118,795,102996,1026,44800,712,33.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),34.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),31.0,(X)
0400000US38,38,North Dakota,316306,3300,190217,4208,152814,4454,126089,4441,6.3,0.6,3.3,0.5,1.4,0.5,11.2,1.4,3.8,0.4,1.6,0.3,0.9,0.3,7.6,1.0,9.0,0.8,4.8,0.7,3.0,0.6,15.9,1.8,9.3,0.8,5.7,0.8,4.2,0.7,15.0,1.7,12.0,0.9,9.3,0.9,7.7,0.9,16.2,1.7,18.3,0.9,19.2,1.2,18.7,1.4,17.2,1.8,15.0,1.1,18.4,1.5,20.0,1.7,9.0,1.6,15.5,1.0,22.2,1.5,25.8,1.8,4.6,0.9,5.6,0.5,8.2,0.9,9.6,1.0,1.7,0.5,5.2,0.6,7.2,1.0,8.7,1.3,1.7,0.5,61843,1052,81869,1830,91308,1745,35233,1925,80663,2198,100402,2989,111618,3601,48484,2181,34.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),33.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),34.3,(X)
